DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genome Coordinates (mouse: GRCm39 human: GRCh38)	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
46549844	human	9606	LMO7	4008		HGNC:6646	OMIM:604362	Chr13 q22.2	Chr13:75620434-75859870(+)	"NM_015842,NM_001306080,NM_001330583,NM_001366632,NM_001366633,NM_001366634,NM_001366636,NM_005358,NM_015843"	"NP_001293009,NP_001317512,NP_001353561,NP_001353562,NP_001353563,NP_001353565,NP_005349,NP_056667,XP_011533397,XP_024305127,XP_024305131,XP_047286263,XP_047286264,XP_047286265,XP_047286266,XP_047286267,XP_047286268,XP_047286270,XP_047286271,XP_047286272,XP_047286273,XP_047286274,XP_047286275,XP_047286276,XP_047286277,XP_047286278,XP_047286279,XP_047286280,XP_047286281,XP_047286282,XP_047286283,XP_047286284,XP_047286285,XP_047286286,XP_047286287,XP_047286289,XP_047286290,XP_047286291,XP_047286292,XP_047286293,XP_047286294,XP_047286295,XP_047286296,XP_047286297,XP_047286298,XP_047286299,XP_047286300,XP_047286301,XP_047286302,XP_047286303,XP_047286304,XP_047286305,XP_047286306,XP_047286307,XP_047286308,XP_047286309,XP_054230496,XP_054230497,XP_054230498,XP_054230499,XP_054230500,XP_054230501,XP_054230502,XP_054230503,XP_054230504,XP_054230505,XP_054230506,XP_054230507,XP_054230508,XP_054230509,XP_054230510,XP_054230511,XP_054230512,XP_054230513,XP_054230514,XP_054230515,XP_054230516,XP_054230517,XP_054230518,XP_054230519,XP_054230520,XP_054230521,XP_054230522,XP_054230523,XP_054230524,XP_054230525,XP_054230526,XP_054230527,XP_054230528,XP_054230529,XP_054230530,XP_054230531,XP_054230532,XP_054230533,XP_054230534,XP_054230535,XP_054230536,XP_054230537,XP_054230538,XP_054230539,XP_054230540,XP_054230541,XP_054230542,XP_054230543"	Q8WWI1
46549845	"mouse, laboratory"	10090	Thrap3	230753	MGI:2442637			Chr4 60 cM	Chr4:126057875-126096548(-)	"NM_146153,NM_001356455,XM_036164047,NM_001356456,XM_036164049,XM_036164048"	"XP_036019940,XP_036019941,XP_036019942,NP_666265,NP_001343384,NP_001343385"	Q569Z6
46549845	human	9606	THRAP3	9967		HGNC:22964	OMIM:603809	Chr1 p34.3	Chr1:36207637-36305357(+)	"NM_001321471,NM_005119,NM_001321473"	"NP_001308400,NP_001308402,NP_005110,XP_047292168,XP_047292171,XP_047292174,XP_047292178,XP_047292182,XP_047292183,XP_047292188,XP_047292189,XP_047292199,XP_047292201,XP_047292202,XP_047292206,XP_047292208,XP_047292210,XP_047292227,XP_054195943,XP_054195944,XP_054195945,XP_054195946,XP_054195947,XP_054195948,XP_054195949,XP_054195950,XP_054195951,XP_054195952,XP_054195953,XP_054195954,XP_054195955,XP_054195956,XP_054195957"	Q9Y2W1
46549846	"mouse, laboratory"	10090	Chm	12662	MGI:892979			ChrX 48.94 cM	ChrX:111950290-112095214(-)	"NM_001370790,XM_006528381,NM_001370788,NM_001370789,NM_001409670,NM_018818,NM_001409669,NM_001409668,NM_001409678,NM_001409677,NM_001409667,NM_001409676,XM_006528382,NM_001409675"	"XP_006528444,XP_006528445,NP_001396598,NP_001357719,NP_061288,NP_001396599,NP_001396606,NP_001357717,NP_001396607,NP_001357718,NP_001396605,NP_001396596,NP_001396604,NP_001396597"	Q9QXG2
46549846	human	9606	CHM	1121		HGNC:1940	OMIM:300390	ChrX q21.2	ChrX:85861180-86047561(-)	"NM_001320959,NM_001145414,NM_001037312,NM_000390,NM_001362518,NM_152579,NM_001362517,NM_001362519"	"NP_000381,NP_001138886,NP_001307888,NP_001349446,NP_001349447,NP_001349448,XP_016884731,XP_047297749,XP_047297750,XP_054182382,XP_054182383,XP_054182384"	P24386
46549847	"mouse, laboratory"	10090	Chml	12663	MGI:101913			Chr1 81.7 cM	Chr1:175509803-175520198(-)	NM_021350	NP_067325	Q9QZD5
46549847	human	9606	CHML	1122		HGNC:1941	OMIM:118825	Chr1 q43	Chr1:241628851-241640369(-)	"NM_001381854,NM_001381853,NM_001821"	"NP_001368782,NP_001368783,NP_001812"	P26374
46549848	"mouse, laboratory"	10090	Bbs7	71492	MGI:1918742			Chr3 17.72 cM	Chr3:36627291-36667626(-)	"XM_006535536,XM_036163330,NM_027810,XM_006535535"	"XP_006535599,XP_006535598,XP_036019223,NP_082086"	Q8K2G4
46549848	human	9606	BBS7	55212		HGNC:18758	OMIM:607590	Chr4 q27	Chr4:121824329-121870487(-)	"NM_018190,NM_176824"	"NP_060660,NP_789794,XP_005263163,XP_011530381,XP_011530382,XP_011530383,XP_016863846,XP_047271845,XP_047271846,XP_054206350,XP_054206351,XP_054206352,XP_054206353,XP_054206354,XP_054206355,XP_054206356"	Q8IWZ6
46549849	"mouse, laboratory"	10090	Selenop	20363	MGI:894288			Chr15 1.84 cM	Chr15:3300249-3309992(+)	"NM_001042613,NM_009155,NM_001042614"	"NP_001036078,NP_001036079,NP_033181"	P70274
46549849	human	9606	SELENOP	6414		HGNC:10751	OMIM:601484	Chr5 p12	Chr5:42799880-42887392(-)	"NM_001085486,NM_005410,NM_001093726"	"NP_001078955,NP_001087195,NP_005401"	P49908
46549850	"mouse, laboratory"	10090	Rapsn	19400	MGI:99422			Chr2 50.44 cM	Chr2:90865965-90876074(+)	"NM_001420848,NM_009023,NM_001420850,NM_001420851,NM_001420849,NM_001420854,NM_001420847,NM_001420855,NM_001420852,NM_001420853"	"NP_001407776,NP_033049,NP_001407780,NP_001407781,NP_001407782,NP_001407783,NP_001407784,NP_001407779,NP_001407777,NP_001407778"	P12672
46549850	human	9606	RAPSN	5913		HGNC:9863	OMIM:601592	Chr11 p11.2	Chr11:47437764-47449143(-)	"NM_032645,NM_005055"	"NP_005046,NP_116034,XP_005253099,XP_005253100,XP_011518554,XP_054225567,XP_054225568,XP_054225569"	Q13702
46549851	"mouse, laboratory"	10090	Chrm2	243764	MGI:88397			Chr6 15.48 cM	Chr6:36365019-36505349(+)	"NM_203491,NM_001411695,NM_001411693,NM_001411690,NM_001411691,NM_001411688"	"NP_001398619,NP_001398620,NP_001398624,NP_001398622,NP_001398617,NP_987076"	Q9ERZ4
46549851	human	9606	CHRM2	1129		HGNC:1951	OMIM:118493	Chr7 q33	Chr7:136868652-137020255(+)	"NM_001006632,NM_000739,NM_001006626,NM_001006627,NM_001006628,NM_001006629,NM_001006630,NM_001006631,NM_001006633,NM_001378972,NM_001378973"	"NP_000730,NP_001006627,NP_001006628,NP_001006629,NP_001006630,NP_001006631,NP_001006632,NP_001006633,NP_001365901,NP_001365902,XP_047275803,XP_054213154"	P08172
46549852	"mouse, laboratory"	10090	Opn4	30044	MGI:1353425			Chr14 20.83 cM	Chr14:34312575-34322099(-)	"NM_001128599,NM_013887"	"NP_038915,NP_001122071"	Q9QXZ9
46549852	human	9606	OPN4	94233		HGNC:14449	OMIM:606665	Chr10 q23.2	Chr10:86654518-86666460(+)	"NM_033282,NM_001030015"	"NP_001025186,NP_150598,XP_016872444,XP_016872445,XP_054223175,XP_054223176"	Q9UHM6
46549853	"mouse, laboratory"	10090	Tph1	21990	MGI:98796			Chr7 30.43 cM	Chr7:46294065-46321961(-)	"XM_011250846,NM_001276372,NM_001136084,NM_009414,XM_036152912"	"XP_036008805,XP_011249148,NP_001263301,NP_001129556,NP_033440"	P17532
46549853	human	9606	TPH1	7166		HGNC:12008	OMIM:191060	Chr11 p15.1	Chr11:18017555-18046269(-)	NM_004179	NP_004170	P17752
46549854	"mouse, laboratory"	10090	Cxcl12	20315	MGI:103556			Chr6 54.81 cM	Chr6:117145496-117158328(+)	"NM_021704,NM_001012477,NM_013655"	"NP_038683,NP_001012495,NP_068350"	P40224
46549854	human	9606	CXCL12	6387		HGNC:10672	OMIM:600835	Chr10 q11.21	Chr10:44370165-44386493(-)	"NM_001178134,NM_199168,NM_001033886,NM_000609,NM_001277990"	"NP_000600,NP_001029058,NP_001171605,NP_001264919,NP_954637"	P48061
46549855	"mouse, laboratory"	10090	Myo6	17920	MGI:104785			Chr9 43.98 cM	Chr9:80072313-80219011(+)	"XM_030244104,NM_001408255,NM_001408253,NM_001408252,NM_001039546,XM_036154672,XM_006510836"	"XP_006510899,XP_036010565,XP_030099964,NP_001034635,NP_001395184,NP_001395182,NP_001395181"	Q64331
46549855	human	9606	MYO6	4646		HGNC:7605	OMIM:600970	Chr6 q14.1	Chr6:75749201-75919537(+)	"NM_001368139,NM_001368138,NM_001368137,NM_001368136,NM_001300899,NM_004999,NM_001368866,NM_001368865,NM_001368140"	"NP_001287828,NP_001355065,NP_001355066,NP_001355067,NP_001355068,NP_001355069,NP_001355794,NP_001355795,NP_004990,XP_005248778,XP_005248779,XP_005248781,XP_016866388,XP_024302215,XP_047274792,XP_054211500,XP_054211501,XP_054211502,XP_054211503,XP_054211504,XP_054211505"	Q9UM54
46549856	"mouse, laboratory"	10090	P2rx1	18436	MGI:1098235			Chr11 45.09 cM	Chr11:72889929-72906026(+)	"XM_006532451,NM_008771"	"XP_006532514,NP_032797"	P51576
46549856	human	9606	P2RX1	5023		HGNC:8533	OMIM:600845	Chr17 p13.2	Chr17:3896592-3916476(-)	NM_002558	"NP_002549,XP_006721592,XP_011522199,XP_011522200,XP_011522201,XP_011522202,XP_047292114,XP_047292115,XP_047292116,XP_047292117,XP_054172264,XP_054172265,XP_054172266,XP_054172267,XP_054172268,XP_054172269,XP_054172270,XP_054172271,XP_054172272"	P51575
46549857	"mouse, laboratory"	10090	P2rx2	231602	MGI:2665170			Chr5 53.49 cM	Chr5:110487678-110491078(-)	"XM_011249448,XM_011249447,XM_006534920,XM_006534921,NM_153400,NM_001164834,NM_001164833,NM_001310700,NM_001310701"	"XP_011247749,XP_006534984,XP_011247750,XP_006534983,NP_001297629,NP_001158306,NP_700449,NP_001158305,NP_001297630"	Q8K3P1
46549857	human	9606	P2RX2	22953		HGNC:15459	OMIM:600844	Chr12 q24.33	Chr12:132618776-132622388(+)	"NM_174872,NM_012226,NM_170682,NM_170683,NM_001282165,NM_001282164,NM_016318,NM_174873"	"NP_001269093,NP_001269094,NP_036358,NP_057402,NP_733782,NP_733783,NP_777361,NP_777362,XP_005266211,XP_005266212,XP_005266213,XP_011533088,XP_016874524,XP_054227432,XP_054227433,XP_054227434,XP_054227435,XP_054227436,XP_054227437"	Q9UBL9
46549858	"mouse, laboratory"	10090	P2rx5	94045	MGI:2137026			Chr11 45.25 cM	Chr11:73051247-73063511(+)	"NM_001425089,NM_001376982,NM_001424833,NM_001376983,NM_033321,NM_001425088"	"NP_001411762,NP_001363912,NP_001363911,NP_201578,NP_001412017,NP_001412018"	
46549858	human	9606	P2RX5	5026		HGNC:8536	OMIM:602836	Chr17 p13.2	Chr17:3672199-3696240(-)	"NM_001204519,NM_001425083,NM_175081,NM_001425085,NM_001425084,NM_001204520,NM_001425082,NM_175080,NM_002561"	"NP_001191448,NP_001191449,NP_001412011,NP_001412012,NP_001412013,NP_001412014,NP_002552,NP_778255"	Q93086
46549859	"mouse, laboratory"	10090	P2rx7	18439	MGI:1339957			Chr5 62.5 cM	Chr5:122781974-122829495(+)	"NM_001284402,NM_001038839,NM_001038887,NM_011027,NM_001038845"	"NP_001033928,NP_001033976,NP_035157,NP_001271331,NP_001033934"	Q9Z1M0
46549859	human	9606	P2RX7	5027		HGNC:8537	OMIM:602566	Chr12 q24.31	Chr12:121132819-121188032(+)	"NM_177427,NM_002562"	"NP_002553,XP_011536721,XP_016874856,XP_047284868,XP_054228115,XP_054228116,XP_054228117"	Q99572
46549860	"mouse, laboratory"	10090	Gli1	14632	MGI:95727			Chr10 74.5 cM	Chr10:127165751-127177448(-)	NM_010296	NP_034426	P47806
46549860	human	9606	GLI1	2735		HGNC:4317	OMIM:165220	Chr12 q13.3	Chr12:57459785-57472268(+)	"NM_001160045,NM_001167609,NM_005269"	"NP_001153517,NP_001161081,NP_005260,XP_011536491,XP_011536492,XP_054227728,XP_054227729"	P08151
46549861	"mouse, laboratory"	10090	Fgfr2	14183	MGI:95523			Chr7 73.19 cM	Chr7:129764181-129868538(-)	"NM_001347638,XM_987418"	"NP_001334567,NP_034337,NP_963895"	P21803
46549861	human	9606	FGFR2	2263		HGNC:3689	OMIM:176943	Chr10 q26.13	Chr10:121478330-121598458(-)	"NM_022975,NM_022974,NM_022973,NM_022972,NM_022971,NM_022970,NM_001320658,NM_001320654,NM_001144919,NM_001144918,NM_001144917,NM_001144916,NM_001144915,NM_001144914,NM_001144913,NM_000141,NM_023031,NM_023030,NM_023029,NM_023028,NM_022976"	"NP_000132,NP_001138385,NP_001138386,NP_001138387,NP_001138388,NP_001138389,NP_001138390,NP_001138391,NP_001307583,NP_001307587,NP_075259,NP_075418,XP_006717771,XP_006717773,XP_016871409,XP_016871410,XP_016871413,XP_016871414,XP_024303655,XP_024303656,XP_024303657,XP_024303658,XP_024303659,XP_054221139,XP_054221140,XP_054221141,XP_054221142,XP_054221143,XP_054221144,XP_054221145,XP_054221146,XP_054221147,XP_054221148,XP_054221149"	P21802
46549862	"mouse, laboratory"	10090	Prkaa1	105787	MGI:2145955			Chr15 1.99 cM	Chr15:5173343-5211380(+)	"XM_036159053,XM_139298,NM_001355640"	"XP_036014946,NP_001342569,NP_001013385"	Q5EG47
46549862	human	9606	PRKAA1	5562		HGNC:9376	OMIM:602739	Chr5 p13.1	Chr5:40759389-40798374(-)	"NM_001355034,NM_001355035,NM_206907,NM_006251,NM_001355037,NM_001355028,NM_001355036,NM_001355029"	"NP_001341957,NP_001341958,NP_001341963,NP_001341964,NP_001341965,NP_001341966,NP_006242,NP_996790,XP_016865113,XP_054208885"	Q13131
46549863	"mouse, laboratory"	10090	Dlst	78920	MGI:1926170			Chr12 39.55 cM	Chr12:85157597-85180865(+)	"NM_030225,XM_006516392"	"XP_006516455,NP_084501"	Q9D2G2
46549863	human	9606	DLST	1743		HGNC:2911	OMIM:126063	Chr14 q24.3	Chr14:74881891-74903743(+)	"NM_001244883,NM_001933"	"NP_001231812,NP_001924,XP_047287021,XP_047287022,XP_054231518,XP_054231519"	P36957
46549864	"mouse, laboratory"	10090	Prdx2	21672	MGI:109486			Chr8 41.4 cM	Chr8:85696251-85701440(+)	"NM_011563,NM_001317385"	"NP_035693,NP_001304314"	Q61171
46549864	human	9606	PRDX2	7001		HGNC:9353	OMIM:600538	Chr19 p13.13	Chr19:12796820-12801800(-)	"NM_181737,NM_005809,NM_181738"	NP_005800	P32119
46549865	"mouse, laboratory"	10090	Clic4	29876	MGI:1352754			Chr4 67.19 cM	Chr4:134941280-135000071(-)	NM_013885	NP_038913	Q9QYB1
46549865	human	9606	CLIC4	25932		HGNC:13518	OMIM:606536	Chr1 p36.11	Chr1:24745382-24844321(+)	NM_013943	"NP_039234,XP_054191840,XP_054191841"	Q9Y696
46549866	"mouse, laboratory"	10090	Hspb1	15507	MGI:96240			Chr5 75.51 cM	Chr5:135916773-135918417(+)	NM_013560	NP_038588	P14602
46549866	human	9606	HSPB1	3315		HGNC:5246	OMIM:602195	Chr7 q11.23	Chr7:76302673-76304295(+)	NM_001540	NP_001531	P04792
46549867	"mouse, laboratory"	10090	Snai2	20583	MGI:1096393			Chr16 10.07 cM	Chr16:14523716-14527249(+)	NM_011415	NP_035545	P97469
46549867	human	9606	SNAI2	6591		HGNC:11094	OMIM:602150	Chr8 q11.21	Chr8:48917598-48921740(-)	NM_003068	NP_003059	O43623
46549868	"mouse, laboratory"	10090	Txnrd3	232223	MGI:2386711			Chr6 40.01 cM	Chr6:89620970-89652511(+)	"NM_001178060,NM_153162,NM_001178058,NM_001178059"	"NP_001171530,NP_001171531,NP_694802,NP_001171529"	Q99MD6
46549868	human	9606	TXNRD3	114112		HGNC:20667	OMIM:606235	Chr3 q21.3	Chr3:126571779-126655124(-)	"NM_001173513,NM_001039783,NM_052883"	"NP_001166984,NP_443115"	"Q86VQ6,Q6F5E7"
46549869	"mouse, laboratory"	10090	Dio2	13371	MGI:1338833			Chr12 44.05 cM	Chr12:90691326-90705812(-)	NM_010050	NP_034180	Q9Z1Y9
46549869	human	9606	DIO2	1734		HGNC:2884	OMIM:601413	Chr14 q31.1	Chr14:80197526-80387757(-)	"NM_013989,NM_001324462,NM_001366496,NM_001242503,NM_001007023,NM_000793"	"NP_000784,NP_001311391,NP_001353425,NP_054644"	Q92813
46549870	"mouse, laboratory"	10090	Selenot	69227	MGI:1916477			Chr3 28.61 cM	Chr3:58484057-58500554(+)	"NM_001040396,XM_283848"	NP_001035486	P62342
46549870	human	9606	SELENOT	51714		HGNC:18136	OMIM:607912	Chr3 q25.1	Chr3:150602875-150630436(+)	NM_016275	NP_057359	P62341
46549871	"mouse, laboratory"	10090	Selenon	74777	MGI:2151208			Chr4 66.85 cM	Chr4:134265203-134279477(-)	NM_029100	NP_083376	D3Z2R5
46549871	human	9606	SELENON	57190		HGNC:15999	OMIM:606210	Chr1 p36.11	Chr1:25800193-25818221(+)	"NM_206926,NM_020451"	"NP_065184,NP_996809"	Q9NZV5
46549872	"mouse, laboratory"	10090	Ldlrap1	100017	MGI:2140175			Chr4 67.09 cM	Chr4:134468865-134495335(-)	"NM_145554,XM_006538423"	"XP_006538486,NP_663529"	Q8C142
46549872	human	9606	LDLRAP1	26119		HGNC:18640	OMIM:605747	Chr1 p36.11	Chr1:25543606-25590400(+)	NM_015627	"NP_056442,XP_006710622,XP_006710623,XP_006710624,XP_011539511,XP_011539512,XP_011539513,XP_011539514,XP_016856483,XP_016856484,XP_024302083,XP_047273429,XP_047273438,XP_047273453,XP_054191875,XP_054191876,XP_054191877,XP_054191878,XP_054191879,XP_054191880,XP_054191881,XP_054191882,XP_054191883,XP_054191884,XP_054191885,XP_054191886,XP_054191887"	Q5SW96
46549873	"mouse, laboratory"	10090	Etnk1	75320	MGI:1922570			Chr6 75.41 cM	Chr6:143112592-143154272(+)	"NM_029250,XM_284250,XM_006507011"	"XP_006507074,NP_083526"	Q9D4V0
46549873	human	9606	ETNK1	55500		HGNC:24649	OMIM:609858	Chr12 p12.1	Chr12:22625075-22690665(+)	"NM_001039481,NM_018638"	"NP_001034570,NP_061108,XP_005253477,XP_016875069,XP_016875070,XP_047285056,XP_054228431,XP_054228432,XP_054228433,XP_054228434"	Q9HBU6
46549874	"mouse, laboratory"	10090	Pik3c2a	18704	MGI:1203729			Chr7 61.62 cM	Chr7:115936500-116042684(-)	"XM_006507441,XM_006507440,XM_030242214,NM_011083"	"XP_006507503,XP_030098074,XP_006507504,NP_035213"	Q61194
46549874	human	9606	PIK3C2A	5286		HGNC:8971	OMIM:603601	Chr11 p15.1	Chr11:17077730-17207986(-)	"NM_001321380,NM_001386870,NM_002645,NM_001321378"	"NP_001308307,NP_001308309,NP_001373799,NP_002636,XP_047283083,XP_047283084,XP_054225106,XP_054225107"	O00443
46549875	"mouse, laboratory"	10090	Dio1	13370	MGI:94896			Chr4 50.18 cM	Chr4:107148662-107164365(-)	NM_007860	NP_031886	Q61153
46549875	human	9606	DIO1	1733		HGNC:2883	OMIM:147892	Chr1 p32.3	Chr1:53891239-53911086(+)	"NM_000792,NM_001039715,NM_001039716,NM_001324316,NM_213593"	"NP_000783,NP_001034804,NP_001034805,NP_001311245,NP_998758"	P49895
46549876	"mouse, laboratory"	10090	Nmrk2	69564	MGI:1916814			Chr10 39.72 cM	Chr10:81034004-81037871(-)	XM_125745	NP_081396	Q9D7C9
46549876	human	9606	NMRK2	27231		HGNC:17871	OMIM:608705	Chr19 p13.3	Chr19:3933069-3942416(+)	"NM_001375468,NM_001289117,NM_001375467,NM_001375469,NM_014446,NM_170678"	"NP_001276046,NP_001362396,NP_001362397,NP_001362398,NP_733778,XP_006722788,XP_054176547,XP_054176548"	Q9NPI5
46549877	"mouse, laboratory"	10090	Avp	11998	MGI:88121			Chr2 63.24 cM	Chr2:130422540-130424474(-)	NM_009732	NP_033862	P35455
46549877	human	9606	AVP	551		HGNC:894	OMIM:192340	Chr20 p13	Chr20:3082556-3084724(-)	NM_000490	NP_000481	P01185
46549878	"mouse, laboratory"	10090	Oxt	18429	MGI:97453			Chr2 63.24 cM	Chr2:130418093-130418974(+)	"NM_011025,XM_006498910"	"XP_006498973,NP_035155"	P35454
46549878	human	9606	OXT	5020		HGNC:8528	OMIM:167050	Chr20 p13	Chr20:3071620-3072517(+)	NM_000915	"NP_000906,XP_054179442"	P01178
46549879	"mouse, laboratory"	10090	Clock	12753	MGI:99698			Chr5 40.63 cM	Chr5:76357715-76452639(-)	"NM_001428477,XM_011249402,XM_036164771,NM_007715,XM_030254102,XM_017320649,NM_001305222,XM_017320651,XM_030254103,NM_001428481,XM_017320650,NM_001428479,NM_001428482,NM_001428480,NM_001428478,XM_030254101,NM_001289826,XM_017320648"	"XP_017176139,XP_017176137,XP_017176138,XP_036020664,XP_030109963,XP_017176140,XP_030109961,XP_030109962,XP_011247704,NP_031741,NP_001415410,NP_001415408,NP_001415409,NP_001292151,NP_001415406,NP_001415407,NP_001276755,NP_001415411"	O08785
46549879	human	9606	CLOCK	9575		HGNC:2082	OMIM:601851	Chr4 q12	Chr4:55427903-55546909(-)	"NM_004898,NM_001267843"	"NP_001254772,NP_004889,XP_005265844,XP_011532712,XP_011532713,XP_016864343,XP_024310052,XP_047272387,XP_047272388,XP_047272389,XP_047272390,XP_047272391,XP_047272392,XP_047272393,XP_047272394,XP_047272395,XP_047272396,XP_054207263,XP_054207264,XP_054207265,XP_054207266,XP_054207267,XP_054207268,XP_054207269,XP_054207270,XP_054207271,XP_054207272,XP_054207273,XP_054207274,XP_054207275,XP_054207276,XP_054207277,XP_054207278"	O15516
46549880	"mouse, laboratory"	10090	Npas2	18143	MGI:109232			Chr1 17.98 cM	Chr1:39233013-39402321(+)	"XM_011238452,NM_008719"	"XP_011236754,NP_032745"	P97460
46549880	human	9606	NPAS2	4862		HGNC:7895	OMIM:603347	Chr2 q11.2	Chr2:100818723-100996829(+)	NM_002518	"NP_002509,XP_005264010,XP_005264016,XP_005264017,XP_005264018,XP_011509544,XP_011509545,XP_016859703,XP_016859705,XP_016859706,XP_047300458,XP_047300459,XP_047300460,XP_047300461,XP_047300462,XP_047300466,XP_047300467,XP_047300468,XP_047300469,XP_047300471,XP_054198248,XP_054198249,XP_054198250,XP_054198251,XP_054198252,XP_054198253,XP_054198254,XP_054198255,XP_054198256,XP_054198257,XP_054198258,XP_054198259,XP_054198260,XP_054198261,XP_054198262,XP_054198263,XP_054198264"	Q99743
46549881	"mouse, laboratory"	10090	Ktn1	16709	MGI:109153			Chr14 24.6 cM	Chr14:47886551-47974021(+)	"XM_030247677,XM_017315895,NM_001293636,NM_001379491,XM_030247675,NM_001379486,XM_036158493,NM_001379495,NM_001347523,NM_008477,NM_001379488,XM_030247678,NM_001347519,NM_001379489,NM_001347528,XM_017315896,NM_001347526,NM_001347527,XM_017315897,XM_036158500,XM_017315890,NM_001347525,NM_001347524,XM_006518628,XM_036158501,XM_006518632,XM_006518653,XM_006518651,XM_006518629,NM_001347522,XM_006518639,XM_006518644,XM_006518642,XM_017315891,XM_036158499,XM_036158498,XM_030247674,XM_036158497,XM_036158496,XM_036158495,XM_006518649,XM_030247670,XM_017315904,NM_001347521,NM_001347520,NM_001379490,NM_001379494,XM_030247676,XM_036158494,NM_001379493,NM_001293635,NM_001379492,NM_001379487"	"XP_017171385,XP_017171386,XP_017171384,XP_036014389,XP_006518712,XP_030103530,XP_036014388,XP_017171380,XP_006518716,XP_006518714,XP_036014387,XP_036014386,XP_030103538,XP_030103534,XP_030103535,XP_030103536,XP_030103537,XP_006518691,XP_006518707,XP_006518692,XP_006518695,XP_017171393,XP_006518702,XP_006518705,XP_036014394,XP_017171379,XP_036014393,XP_036014392,XP_036014391,XP_036014390,NP_001334449,NP_001334448,NP_001334456,NP_032503,NP_001334455,NP_001334457,NP_001334452,NP_001334451,NP_001334454,NP_001334453,NP_001366419,NP_001366420,NP_001366418,NP_001334450,NP_001366423,NP_001366415,NP_001366424,NP_001280565,NP_001366421,NP_001366417,NP_001280564,NP_001366422,NP_001366416"	Q61595
46549881	human	9606	KTN1	3895		HGNC:6467	OMIM:600381	Chr14 q22.3	Chr14:55559072-55701526(+)	"NM_001402683,NM_001079521,NM_001079522,NM_001271014,NM_001402682,NM_001402684,NM_001402685,NM_001402686,NM_001402687,NM_001402688,NM_001402689,NM_001402690,NM_001402691,NM_001402692,NM_001402693,NM_001402694,NM_001402696,NM_001402698,NM_001402699,NM_001402700,NM_001402701,NM_001402702,NM_001402703,NM_001402704,NM_001402705,NM_001402706,NM_001402707,NM_001402708,NM_001402709,NM_001402710,NM_001402711,NM_004986,NM_182926"	"NP_001072989,NP_001072990,NP_001257943,NP_001389611,NP_001389612,NP_001389613,NP_001389614,NP_001389615,NP_001389616,NP_001389617,NP_001389618,NP_001389619,NP_001389620,NP_001389621,NP_001389622,NP_001389623,NP_001389625,NP_001389627,NP_001389628,NP_001389629,NP_001389630,NP_001389631,NP_001389632,NP_001389633,NP_001389634,NP_001389635,NP_001389636,NP_001389637,NP_001389638,NP_001389639,NP_001389640,NP_004977,XP_047287317,XP_054232004,XP_054232005,XP_054232006,XP_054232007,XP_054232008,XP_054232009,XP_054232010,XP_054232011,XP_054232012,XP_054232013,XP_054232014,XP_054232015"	Q86UP2
46549882	"mouse, laboratory"	10090	Gpx1	14775	MGI:104887			Chr9 59.24 cM	Chr9:108216279-108217541(+)	"NM_001329527,NM_008160,NM_001329528"	"NP_032186,NP_001316457,NP_001316456"	P11352
46549882	human	9606	GPX1	2876		HGNC:4553	OMIM:138320	Chr3 p21.31	Chr3:49357174-49358605(-)	"NM_001329502,NM_001329503,NM_000581,NM_201397,NM_001329455"	"NP_000572,NP_001316384,NP_001316431,NP_001316432,NP_958799"	P07203
46549883	"mouse, laboratory"	10090	Gpx4	625249	MGI:104767			Chr10 39.72 cM	Chr10:79883000-79892273(+)	"NM_008162,NM_001367995,NM_001037741"	"NP_001032830,NP_032188,NP_001354924"	O70325
46549883	human	9606	GPX4	2879		HGNC:4556	OMIM:138322	Chr19 p13.3	Chr19:1103982-1106791(+)	"NM_001367832,NM_001039847,NM_002085,NM_001039848"	"NP_001034936,NP_001034937,NP_001354761,NP_002076"	P36969
46549884	"mouse, laboratory"	10090	Selenom	114679	MGI:2149786			Chr11 2.47 cM	Chr11:3464684-3467351(+)	NM_053267	NP_444497	Q8VHC3
46549884	human	9606	SELENOM	140606		HGNC:30397	OMIM:610918	Chr22 q12.2	Chr22:31104772-31120069(-)	NM_080430	NP_536355	Q8WWX9
46549885	"mouse, laboratory"	10090	Selenow	20364	MGI:1100878			Chr7 8.62 cM	Chr7:15651133-15656296(-)	NM_009156	NP_033182	P63300
46549885	human	9606	SELENOW	6415		HGNC:10752	OMIM:603235	Chr19 q13.33	Chr19:47778677-47784686(+)	NM_003009	NP_003000	P63302
46549886	"mouse, laboratory"	10090	Selenoh	72657	MGI:1919907			Chr2 49.45 cM	Chr2:84499559-84501052(-)	"NM_001033166,NM_001037279"	"NP_001028338,NP_001032356"	Q3UQA7
46549886	human	9606	SELENOH	280636		HGNC:18251	OMIM:607914	Chr11 q12.1	Chr11:57741491-57743554(+)	"NM_170746,NM_001321335"	"NP_001308264,NP_734467"	Q8IZQ5
46549887	"mouse, laboratory"	10090	Msrb1	27361	MGI:1351642			Chr17 12.53 cM	Chr17:24955616-24961752(+)	"NM_001346668,NM_013759"	"NP_001333597,NP_038787"	Q9JLC3
46549887	human	9606	MSRB1	51734		HGNC:14133	OMIM:606216	Chr16 p13.3	Chr16:1938229-1943199(-)	"NM_001382264,NM_016332,NM_001382265"	"NP_001369193,NP_001369194,NP_057416"	Q9NZV6
